  80,    65807, -9793,  7960,  1835,     2,   -71,    72,     0,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  81,    66640,-10592,  6284,  4302,    -6,   -78,    58,    22,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  82,    67473,-10527,  3838,  6669,   -20,   -83,    41,    43,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  83,    68306, -9490,   928,  8541,   -22,   -82,    22,    57,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  84,    69139, -8046, -1790,  9832,    -4,   -71,     0,    69,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  85,    69972, -6362, -4241, 10608,     5,   -56,   -23,    78,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  86,    70805, -3870, -6624, 10492,    -2,   -41,   -45,    81,    -5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  87,    71638,  -895, -8538,  9435,     2,   -22,   -60,    80,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  88,    72471,  1829, -9830,  7994,    -8,     0,   -72,    69,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  89,    73304,  4266,-10590,  6302,   -21,    23,   -78,    55,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  90,    74137,  6641,-10506,  3839,   -27,    43,   -85,    40,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  91,    74970,  8521, -9430,   892,   -18,    60,   -82,    20,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  92,    75803,  9793, -7961, -1838,    -6,    71,   -72,     0,    -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  93,    76636, 10591, -6276, -4306,     9,    78,   -57,   -22,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  94,    77469, 10529, -3833, -6678,    18,    84,   -40,   -42,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  95,    78302,  9493,  -925, -8546,    22,    81,   -22,   -59,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
